,date,time,race,type,race perceived prior,experience,location,sunsettime,dusktime,mins_sunset,mins_dusk,mins_stop_time,mins_before_dusk,itp,dark
78,2020-10-08 22:05:00,1900-01-01 22:05:00,white,2_Equipment violation,,,700 Center,18:42:14,19:09:05,1122.0,1149.0,1325.0,-176.0,0,1
79,2020-10-08 20:37:00,1900-01-01 20:37:00,white,,,1.0,300 Strawberry Village,18:42:14,19:09:05,1122.0,1149.0,1237.0,-88.0,1,1
82,2020-10-08 23:23:00,1900-01-01 23:23:00,white,2_Equipment violation,,3.0,Highway 101 at Lucas Valley,18:42:14,19:09:05,1122.0,1149.0,1403.0,-254.0,0,1
83,2020-10-08 21:10:00,1900-01-01 21:10:00,white,2_Equipment violation,,5.0,North bound 101 @ paradise dr,18:42:14,19:09:05,1122.0,1149.0,1270.0,-121.0,1,1
84,2020-10-08 21:31:00,1900-01-01 21:31:00,white,2_Equipment violation,,5.0,North bound 101 @ paradise dr,18:42:14,19:09:05,1122.0,1149.0,1291.0,-142.0,0,1
85,2020-10-08 21:33:00,1900-01-01 21:33:00,white,2_Equipment violation,,5.0,North bound 101 @ paradise dr,18:42:14,19:09:05,1122.0,1149.0,1293.0,-144.0,0,1
88,2020-10-09 20:05:00,1900-01-01 20:05:00,hispanic/latino(a),2_Equipment violation,,6.0,100 E Sir Francis Drake,18:40:45,19:07:38,1121.0,1148.0,1205.0,-57.0,1,1
89,2020-10-09 20:24:00,1900-01-01 20:24:00,white,2_Equipment violation,,6.0,100 Altena St,18:40:45,19:07:38,1121.0,1148.0,1224.0,-76.0,1,1
90,2020-10-09 21:15:00,1900-01-01 21:15:00,black/african american,2_Equipment violation,,3.0,Civic Center Dr at N San Pedro Rd,18:40:45,19:07:38,1121.0,1148.0,1275.0,-127.0,0,1
91,2020-10-09 22:37:00,1900-01-01 22:37:00,white,2_Equipment violation,,6.0,1000 Ander00n Dr,18:40:45,19:07:38,1121.0,1148.0,1357.0,-209.0,0,1
92,2020-10-09 20:12:00,1900-01-01 20:12:00,hispanic/latino(a),1_Moving violation,,4.0,Bretano way at via la cumbre ,18:40:45,19:07:38,1121.0,1148.0,1212.0,-64.0,1,1
93,2020-10-09 21:07:00,1900-01-01 21:07:00,white,"3_Non-moving violation, including registration",,4.0,Sir Francis drake at college,18:40:45,19:07:38,1121.0,1148.0,1267.0,-119.0,1,1
94,2020-10-09 22:32:00,1900-01-01 22:32:00,hispanic/latino(a),2_Equipment violation,,4.0,E sir Francis drake at larkspur landing circle,18:40:45,19:07:38,1121.0,1148.0,1352.0,-204.0,0,1
95,2020-10-09 23:12:00,1900-01-01 23:12:00,black/african american,1_Moving violation,,6.0,250 Bon Air,18:40:45,19:07:38,1121.0,1148.0,1392.0,-244.0,0,1
96,2020-10-09 22:45:00,1900-01-01 22:45:00,white,2_Equipment violation,,4.0,Sb101/sir Francis drake,18:40:45,19:07:38,1121.0,1148.0,1365.0,-217.0,0,1
97,2020-10-09 23:34:00,1900-01-01 23:34:00,white,2_Equipment violation,,3.0,Miller at Almonte ,18:40:45,19:07:38,1121.0,1148.0,1414.0,-266.0,0,1
101,2020-10-10 19:30:00,1900-01-01 19:30:00,hispanic/latino(a),2_Equipment violation,,3.0,N San Pedro Rd at Golf Ave,18:39:18,19:06:12,1119.0,1146.0,1170.0,-24.0,1,1
102,2020-10-10 19:43:00,1900-01-01 19:43:00,hispanic/latino(a),1_Moving violation,,3.0,N San Pedro Rd at Northview Ct,18:39:18,19:06:12,1119.0,1146.0,1183.0,-37.0,1,1
103,2020-10-10 20:16:00,1900-01-01 20:16:00,asian,2_Equipment violation,,6.0,100 Sir Francis Drake,18:39:18,19:06:12,1119.0,1146.0,1216.0,-70.0,1,1
104,2020-10-10 20:38:00,1900-01-01 20:38:00,white,1_Moving violation,,3.0,Los Ranchitos rd and Circle Rd,18:39:18,19:06:12,1119.0,1146.0,1238.0,-92.0,1,1
105,2020-10-10 20:54:00,1900-01-01 20:54:00,hispanic/latino(a),1_Moving violation,,3.0,Hwy 101 at Marinwood,18:39:18,19:06:12,1119.0,1146.0,1254.0,-108.0,1,1
107,2020-10-10 23:14:00,1900-01-01 23:14:00,white,1_Moving violation,,5.0,Hwy 101 at Lucas Valley ,18:39:18,19:06:12,1119.0,1146.0,1394.0,-248.0,0,1
109,2020-10-10 22:45:00,1900-01-01 22:45:00,black/african american,,,1.0,1 Terners Drive,18:39:18,19:06:12,1119.0,1146.0,1365.0,-219.0,0,1
110,2020-10-10 23:06:00,1900-01-01 23:06:00,white,2_Equipment violation,,1.0,800 Redwood Highway Frontage Road,18:39:18,19:06:12,1119.0,1146.0,1386.0,-240.0,0,1
111,2020-10-10 23:46:00,1900-01-01 23:46:00,white,"3_Non-moving violation, including registration",,4.0,101 north/580 east,18:39:18,19:06:12,1119.0,1146.0,1426.0,-280.0,0,1
113,2020-10-11 20:15:00,1900-01-01 20:15:00,black/african american,,,11.0,90 Cole dr,18:37:51,19:04:47,1118.0,1145.0,1215.0,-70.0,1,1
114,2020-10-11 20:34:00,1900-01-01 20:34:00,white,"3_Non-moving violation, including registration",,4.0,5000 Shoreline Highway ,18:37:51,19:04:47,1118.0,1145.0,1234.0,-89.0,1,1
115,2020-10-11 22:00:00,1900-01-01 22:00:00,asian,1_Moving violation,,0.0,SB Hwy 101/ Lucas Valley Road,18:37:51,19:04:47,1118.0,1145.0,1320.0,-175.0,0,1
116,2020-10-11 21:15:00,1900-01-01 21:15:00,white,2_Equipment violation,,0.0,4000 Binford Road,18:37:51,19:04:47,1118.0,1145.0,1275.0,-130.0,0,1
120,2020-10-12 19:56:00,1900-01-01 19:56:00,hispanic/latino(a),,,11.0,Woodland ave and Auburn street,18:36:24,19:03:22,1116.0,1143.0,1196.0,-53.0,1,1
121,2020-10-12 20:53:00,1900-01-01 20:53:00,hispanic/latino(a),1_Moving violation,,14.0,12000 Pt Reyes Petaluma Rd,18:36:24,19:03:22,1116.0,1143.0,1253.0,-110.0,1,1
122,2020-10-11 16:48:00,1900-01-01 16:48:00,white,1_Moving violation,,15.0,Downtown Tomales,18:37:51,19:04:47,1118.0,1145.0,1008.0,137.0,0,0
123,2020-10-12 21:36:00,1900-01-01 21:36:00,white,,,11.0,6 Lucky Drive,18:36:24,19:03:22,1116.0,1143.0,1296.0,-153.0,0,1
124,2020-10-13 23:46:00,1900-01-01 23:46:00,white,"3_Non-moving violation, including registration",,,Harbor Drive/Bridgeway,18:34:58,19:01:58,1115.0,1142.0,1426.0,-284.0,0,1
125,2020-10-12 23:53:00,1900-01-01 23:53:00,hispanic/latino(a),2_Equipment violation,,5.0,200  TENNESSEE VALLEY RD,18:36:24,19:03:22,1116.0,1143.0,1433.0,-290.0,0,1
126,2020-10-12 23:38:00,1900-01-01 23:38:00,white,,,5.0,700 DONAHUE ST,18:36:24,19:03:22,1116.0,1143.0,1418.0,-275.0,0,1
127,2020-10-12 23:58:00,1900-01-01 23:58:00,black/african american,,,5.0,700 DONAHUE ST,18:36:24,19:03:22,1116.0,1143.0,1438.0,-295.0,0,1
131,2020-10-13 15:35:00,1900-01-01 15:35:00,black/african american,1_Moving violation,,6.0,Highway 101 at Lucas Valley,18:34:58,19:01:58,1115.0,1142.0,935.0,207.0,0,0
132,2020-10-12 23:00:00,1900-01-01 23:00:00,white,,,0.0,200 Harbor Drive,18:36:24,19:03:22,1116.0,1143.0,1380.0,-237.0,0,1
133,2020-10-13 20:05:00,1900-01-01 20:05:00,white,2_Equipment violation,,11.0,664 Redwood HWY Frontage Rd,18:34:58,19:01:58,1115.0,1142.0,1205.0,-63.0,1,1
134,2020-10-12 20:10:00,1900-01-01 20:10:00,white,2_Equipment violation,,0.0,Highway 101/Rowland Blvd,18:36:24,19:03:22,1116.0,1143.0,1210.0,-67.0,1,1
135,2020-10-13 20:08:00,1900-01-01 20:08:00,black/african american,2_Equipment violation,,4.0,Sir Francis drake/larkspur landing,18:34:58,19:01:58,1115.0,1142.0,1208.0,-66.0,1,1
136,2020-10-13 21:41:00,1900-01-01 21:41:00,hispanic/latino(a),2_Equipment violation,,4.0,Sir Francis drake/la cuesta,18:34:58,19:01:58,1115.0,1142.0,1301.0,-159.0,0,1
137,2020-10-13 23:36:00,1900-01-01 23:36:00,white,,,0.0,Highway 101/Lucas Valley Road,18:34:58,19:01:58,1115.0,1142.0,1416.0,-274.0,0,1
138,2020-10-12 21:34:00,1900-01-01 21:34:00,hispanic/latino(a),1_Moving violation,,0.0,Highway 37/ Harbor Dr,18:36:24,19:03:22,1116.0,1143.0,1294.0,-151.0,0,1
139,2020-10-13 23:28:00,1900-01-01 23:28:00,hispanic/latino(a),2_Equipment violation,,0.0,Highway 101/ Alemeda Del Prado ,18:34:58,19:01:58,1115.0,1142.0,1408.0,-266.0,0,1
144,2020-10-14 15:46:00,1900-01-01 15:46:00,white,1_Moving violation,,17.0,Sb 101 at north San Pedro ,18:33:34,19:00:35,1114.0,1141.0,946.0,195.0,0,0
145,2020-10-14 21:15:00,1900-01-01 21:15:00,middle eastern or south asian,"3_Non-moving violation, including registration",,4.0,Sir Francis drake/west gate,18:33:34,19:00:35,1114.0,1141.0,1275.0,-134.0,0,1
146,2020-10-14 21:30:00,1900-01-01 21:30:00,hispanic/latino(a),2_Equipment violation,,6.0,900 Ander00n,18:33:34,19:00:35,1114.0,1141.0,1290.0,-149.0,0,1
147,2020-10-14 21:40:00,1900-01-01 21:40:00,black/african american,2_Equipment violation,,6.0,24 Bellam Blvd,18:33:34,19:00:35,1114.0,1141.0,1300.0,-159.0,0,1
148,2020-10-14 21:52:00,1900-01-01 21:52:00,hispanic/latino(a),"3_Non-moving violation, including registration",,4.0,Sirfrancis drake/larkspur landing,18:33:34,19:00:35,1114.0,1141.0,1312.0,-171.0,0,1
150,2020-10-14 22:39:00,1900-01-01 22:39:00,hispanic/latino(a),2_Equipment violation,,3.0,N San Pedro Rd and Civic Center Dr,18:33:34,19:00:35,1114.0,1141.0,1359.0,-218.0,0,1
152,2020-10-15 17:53:00,1900-01-01 17:53:00,white,2_Equipment violation,,5.0,Lucas Valley Road/Las Gallinas Ave ,18:32:09,18:59:13,1112.0,1139.0,1073.0,66.0,1,0
153,2020-10-15 20:50:00,1900-01-01 20:50:00,hispanic/latino(a),2_Equipment violation,,13.0,Tam junction ,18:32:09,18:59:13,1112.0,1139.0,1250.0,-111.0,1,1
154,2020-10-15 21:00:00,1900-01-01 21:00:00,white,2_Equipment violation,,6.0,800 College Ave,18:32:09,18:59:13,1112.0,1139.0,1260.0,-121.0,1,1
156,2020-10-15 21:15:00,1900-01-01 21:15:00,asian,"3_Non-moving violation, including registration",,4.0,Sir Francis drake/ el portal,18:32:09,18:59:13,1112.0,1139.0,1275.0,-136.0,0,1
157,2020-10-15 21:55:00,1900-01-01 21:55:00,white,"3_Non-moving violation, including registration",,4.0,101 nb/ 580 eb,18:32:09,18:59:13,1112.0,1139.0,1315.0,-176.0,0,1
158,2020-10-15 22:11:00,1900-01-01 22:11:00,white,1_Moving violation,,13.0,Sb 101 at rodeo,18:32:09,18:59:13,1112.0,1139.0,1331.0,-192.0,0,1
159,2020-10-15 21:33:00,1900-01-01 21:33:00,white,,,3.0,Hwy 101 at Marinwood,18:32:09,18:59:13,1112.0,1139.0,1293.0,-154.0,0,1
162,2020-10-15 22:39:00,1900-01-01 22:39:00,black/african american,2_Equipment violation,,1.0,200 Drake Avenue,18:32:09,18:59:13,1112.0,1139.0,1359.0,-220.0,0,1
164,2020-10-16 15:40:00,1900-01-01 15:40:00,black/african american,1_Moving violation,,,4300 Novato bl,18:30:46,18:57:52,1111.0,1138.0,940.0,198.0,0,0
167,2020-10-16 20:30:00,1900-01-01 20:30:00,hispanic/latino(a),2_Equipment violation,,6.0,100 E Drake,18:30:46,18:57:52,1111.0,1138.0,1230.0,-92.0,1,1
168,2020-10-16 20:42:00,1900-01-01 20:42:00,hispanic/latino(a),"3_Non-moving violation, including registration",,4.0,100 e sir Francis drake,18:30:46,18:57:52,1111.0,1138.0,1242.0,-104.0,1,1
169,2020-10-16 20:36:00,1900-01-01 20:36:00,hispanic/latino(a),2_Equipment violation,,1.0,1 00uth Knoll Road,18:30:46,18:57:52,1111.0,1138.0,1236.0,-98.0,1,1
170,2020-10-16 22:06:00,1900-01-01 22:06:00,hispanic/latino(a),2_Equipment violation,,6.0,Ander00n Bellam ,18:30:46,18:57:52,1111.0,1138.0,1326.0,-188.0,0,1
171,2020-10-16 23:35:00,1900-01-01 23:35:00,white,,,1.0,100 Shoreline,18:30:46,18:57:52,1111.0,1138.0,1415.0,-277.0,0,1
177,2020-10-16 22:22:00,1900-01-01 22:22:00,white,1_Moving violation,,3.0,Civic Center Dr and McInnis Pkwy,18:30:46,18:57:52,1111.0,1138.0,1342.0,-204.0,0,1
178,2020-10-16 23:42:00,1900-01-01 23:42:00,white,1_Moving violation,,5.0,SB 101 at Lucas Valley ,18:30:46,18:57:52,1111.0,1138.0,1422.0,-284.0,0,1
181,2020-10-16 22:27:00,1900-01-01 22:27:00,middle eastern or south asian,1_Moving violation,,26.0,Merrydale / 101,18:30:46,18:57:52,1111.0,1138.0,1347.0,-209.0,0,1
182,2020-10-16 21:55:00,1900-01-01 21:55:00,hispanic/latino(a),2_Equipment violation,,26.0,Redwood Hwy / Paul,18:30:46,18:57:52,1111.0,1138.0,1315.0,-177.0,0,1
183,2020-10-16 22:10:00,1900-01-01 22:10:00,black/african american,2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,18:30:46,18:57:52,1111.0,1138.0,1330.0,-192.0,0,1
188,2020-10-17 15:37:00,1900-01-01 15:37:00,white,"3_Non-moving violation, including registration",,4.0,SB 101/Lucas Valley ,18:29:24,18:56:31,1109.0,1137.0,937.0,200.0,0,0
189,2020-10-17 15:53:00,1900-01-01 15:53:00,white,2_Equipment violation,,1.0,8000 Sir Francis Drake Boulevard,18:29:24,18:56:31,1109.0,1137.0,953.0,184.0,0,0
191,2020-10-17 15:43:00,1900-01-01 15:43:00,white,1_Moving violation,,,15000  shoreline highway ,18:29:24,18:56:31,1109.0,1137.0,943.0,194.0,0,0
192,2020-10-17 16:52:00,1900-01-01 16:52:00,white,"3_Non-moving violation, including registration",,1.0,Sir Francis Drake Boulevard/Lagunitas School Road,18:29:24,18:56:31,1109.0,1137.0,1012.0,125.0,0,0
193,2020-10-17 20:42:00,1900-01-01 20:42:00,hispanic/latino(a),2_Equipment violation,,6.0,100 sir Francis drake,18:29:24,18:56:31,1109.0,1137.0,1242.0,-105.0,1,1
194,2020-10-17 21:07:00,1900-01-01 21:07:00,white,2_Equipment violation,,6.0,50 Bellam Blvd ,18:29:24,18:56:31,1109.0,1137.0,1267.0,-130.0,1,1
195,2020-10-17 22:05:00,1900-01-01 22:05:00,white,2_Equipment violation,,5.0,TIBURON OVERPASS AT SB 101,18:29:24,18:56:31,1109.0,1137.0,1325.0,-188.0,0,1
196,2020-10-17 20:37:00,1900-01-01 20:37:00,hispanic/latino(a),2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing ,18:29:24,18:56:31,1109.0,1137.0,1237.0,-100.0,1,1
197,2020-10-17 22:09:00,1900-01-01 22:09:00,white,"3_Non-moving violation, including registration",,4.0,Sb 101/ lucky. Dr,18:29:24,18:56:31,1109.0,1137.0,1329.0,-192.0,0,1
198,2020-10-17 22:38:00,1900-01-01 22:38:00,white,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing,18:29:24,18:56:31,1109.0,1137.0,1358.0,-221.0,0,1
199,2020-10-17 23:00:00,1900-01-01 23:00:00,white,2_Equipment violation,,6.0,100 Ross ,18:29:24,18:56:31,1109.0,1137.0,1380.0,-243.0,0,1
200,2020-10-17 22:25:00,1900-01-01 22:25:00,hispanic/latino(a),2_Equipment violation,,3.0,N Redwood Dr/Smith Ranch Rd,18:29:24,18:56:31,1109.0,1137.0,1345.0,-208.0,0,1
201,2020-10-17 22:36:00,1900-01-01 22:36:00,white,,,3.0,Miller Creek Rd/Marinwood Ave,18:29:24,18:56:31,1109.0,1137.0,1356.0,-219.0,0,1
202,2020-10-17 22:59:00,1900-01-01 22:59:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing ,18:29:24,18:56:31,1109.0,1137.0,1379.0,-242.0,0,1
204,2020-10-18 21:35:00,1900-01-01 21:35:00,white,2_Equipment violation,,6.0,100 strawberry vlg drive ,18:28:02,18:55:12,1108.0,1135.0,1295.0,-160.0,0,1
205,2020-10-18 23:49:00,1900-01-01 23:49:00,hispanic/latino(a),,,14.0,Los Ranchitos Rd/Red Rock Way,18:28:02,18:55:12,1108.0,1135.0,1429.0,-294.0,0,1
209,2020-10-18 19:31:00,1900-01-01 19:31:00,white,2_Equipment violation,,4.0,10000 Shoreline Highway ,18:28:02,18:55:12,1108.0,1135.0,1171.0,-36.0,1,1
211,2020-10-19 16:58:00,1900-01-01 16:58:00,hispanic/latino(a),2_Equipment violation,,,SB101 AT N. SAN PEDRO,18:26:41,18:53:54,1107.0,1134.0,1018.0,116.0,0,0
212,2020-10-19 17:07:00,1900-01-01 17:07:00,black/african american,"3_Non-moving violation, including registration",,5.0,10 Peter Behr Drive,18:26:41,18:53:54,1107.0,1134.0,1027.0,107.0,0,0
213,2020-10-19 17:35:00,1900-01-01 17:35:00,hispanic/latino(a),1_Moving violation,,,SB 101 at Marinwood,18:26:41,18:53:54,1107.0,1134.0,1055.0,79.0,1,0
215,2020-10-19 23:30:00,1900-01-01 23:30:00,asian,1_Moving violation,,4.0,Lucas valley/bridgegate,18:26:41,18:53:54,1107.0,1134.0,1410.0,-276.0,0,1
216,2020-10-19 22:04:00,1900-01-01 22:04:00,white,2_Equipment violation,,2.0,San Antonio Rd/ Silveira Ranch Rd,18:26:41,18:53:54,1107.0,1134.0,1324.0,-190.0,0,1
219,2020-10-20 15:54:00,1900-01-01 15:54:00,hispanic/latino(a),1_Moving violation,,1.0,200 N San Pedro,18:25:22,18:52:37,1105.0,1133.0,954.0,179.0,0,0
220,2020-10-20 17:30:00,1900-01-01 17:30:00,hispanic/latino(a),1_Moving violation,,1.0,N San Pedro/Schmidt Ln,18:25:22,18:52:37,1105.0,1133.0,1050.0,83.0,1,0
221,2020-10-20 17:30:00,1900-01-01 17:30:00,white,1_Moving violation,,,6350 Sir Francis drake blvd,18:25:22,18:52:37,1105.0,1133.0,1050.0,83.0,1,0
222,2020-10-20 20:50:00,1900-01-01 20:50:00,black/african american,2_Equipment violation,,5.0,800 Sir Francis Drake Blvd,18:25:22,18:52:37,1105.0,1133.0,1250.0,-117.0,1,1
223,2020-10-20 21:57:00,1900-01-01 21:57:00,white,2_Equipment violation,,,2375 las Gallinas ave. ,18:25:22,18:52:37,1105.0,1133.0,1317.0,-184.0,0,1
226,2020-10-21 17:55:00,1900-01-01 17:55:00,black/african american,2_Equipment violation,,,Las Gallinas ave/Del Pa00 Blvd,18:24:03,18:51:20,1104.0,1131.0,1075.0,56.0,1,0
227,2020-10-21 17:55:00,1900-01-01 17:55:00,black/african american,2_Equipment violation,,,Las Gallinas Ave/Del Presidio Blvd,18:24:03,18:51:20,1104.0,1131.0,1075.0,56.0,1,0
228,2020-10-21 17:22:00,1900-01-01 17:22:00,white,1_Moving violation,,18.0,No name off ramp ,18:24:03,18:51:20,1104.0,1131.0,1042.0,89.0,1,0
230,2020-10-21 20:53:00,1900-01-01 20:53:00,white,2_Equipment violation,,,200 shoreline highway ,18:24:03,18:51:20,1104.0,1131.0,1253.0,-122.0,1,1
231,2020-10-21 21:06:00,1900-01-01 21:06:00,white,2_Equipment violation,,,NB 101 @ seminary off ramp ,18:24:03,18:51:20,1104.0,1131.0,1266.0,-135.0,1,1
232,2020-10-21 19:08:00,1900-01-01 19:08:00,middle eastern or south asian,,,4.0,13000 Point Reyes Petaluma Rd,18:24:03,18:51:20,1104.0,1131.0,1148.0,-17.0,1,1
233,2020-10-21 21:21:00,1900-01-01 21:21:00,white,2_Equipment violation,,2.0,Hwy 101/ Atherton Ave,18:24:03,18:51:20,1104.0,1131.0,1281.0,-150.0,0,1
234,2020-10-21 22:15:00,1900-01-01 22:15:00,white,2_Equipment violation,,2.0,Binford Rd/ Airport Rd,18:24:03,18:51:20,1104.0,1131.0,1335.0,-204.0,0,1
240,2020-10-22 22:17:00,1900-01-01 22:17:00,hispanic/latino(a),2_Equipment violation,,6.0,Kerner Bellam,18:22:45,18:50:05,1103.0,1130.0,1337.0,-207.0,0,1
241,2020-10-22 22:56:00,1900-01-01 22:56:00,white,2_Equipment violation,,3.0,North Hwy 101 at the scales,18:22:45,18:50:05,1103.0,1130.0,1376.0,-246.0,0,1
242,2020-10-22 23:40:00,1900-01-01 23:40:00,white,"3_Non-moving violation, including registration",,1.0,100 Shoreline Highway ,18:22:45,18:50:05,1103.0,1130.0,1420.0,-290.0,0,1
243,2020-10-22 23:43:00,1900-01-01 23:43:00,white,2_Equipment violation,,1.0,100 shoreline highway ,18:22:45,18:50:05,1103.0,1130.0,1423.0,-293.0,0,1
244,2020-10-22 23:56:00,1900-01-01 23:56:00,black/african american,"3_Non-moving violation, including registration",,4.0,E sir Francis drake/ larkspur landing,18:22:45,18:50:05,1103.0,1130.0,1436.0,-306.0,0,1
246,2020-10-22 21:37:00,1900-01-01 21:37:00,black/african american,2_Equipment violation,,1.0,00uthbound 101@ Rodeo Drive,18:22:45,18:50:05,1103.0,1130.0,1297.0,-167.0,0,1
251,2020-10-23 16:30:00,1900-01-01 16:30:00,black/african american,1_Moving violation,,11.0,Steep Ravine,18:21:29,18:48:52,1101.0,1129.0,990.0,139.0,0,0
254,2020-10-23 21:32:00,1900-01-01 21:32:00,white,1_Moving violation,,5.0,Hwy 101 at Lucas Valley ,18:21:29,18:48:52,1101.0,1129.0,1292.0,-163.0,0,1
256,2020-10-23 23:51:00,1900-01-01 23:51:00,middle eastern or south asian,1_Moving violation,,13.0,100 merrydale road,18:21:29,18:48:52,1101.0,1129.0,1431.0,-302.0,0,1
261,2020-10-24 17:45:00,1900-01-01 17:45:00,middle eastern or south asian,1_Moving violation,,14.0,S/B 101 @ Hwy. 131,18:20:13,18:47:39,1100.0,1128.0,1065.0,63.0,1,0
262,2020-10-24 21:25:00,1900-01-01 21:25:00,white,2_Equipment violation,,13.0,Sb 101@rodeo,18:20:13,18:47:39,1100.0,1128.0,1285.0,-157.0,0,1
263,2020-10-24 21:53:00,1900-01-01 21:53:00,asian,2_Equipment violation,,13.0,Shoreline@maple st,18:20:13,18:47:39,1100.0,1128.0,1313.0,-185.0,0,1
264,2020-10-24 22:01:00,1900-01-01 22:01:00,white,2_Equipment violation,,13.0,100 shoreline ,18:20:13,18:47:39,1100.0,1128.0,1321.0,-193.0,0,1
265,2020-10-24 21:33:00,1900-01-01 21:33:00,black/african american,1_Moving violation,,1.0,Shoreline highway/Tennessee Valley Rd,18:20:13,18:47:39,1100.0,1128.0,1293.0,-165.0,0,1
266,2020-10-24 21:58:00,1900-01-01 21:58:00,asian,2_Equipment violation,,1.0,Shoreline Highway/ Tam Junction,18:20:13,18:47:39,1100.0,1128.0,1318.0,-190.0,0,1
267,2020-10-24 23:59:00,1900-01-01 23:59:00,white,2_Equipment violation,,1.0,Redwood highway frontage road/ Reed blvd,18:20:13,18:47:39,1100.0,1128.0,1439.0,-311.0,0,1
270,2020-10-26 20:23:00,1900-01-01 20:23:00,white,1_Moving violation,,14.0,Hwy 101/Alameda del Prado,18:17:46,18:45:17,1098.0,1125.0,1223.0,-98.0,1,1
280,2020-10-27 15:27:00,1900-01-01 15:27:00,hispanic/latino(a),1_Moving violation,,34.0,700 College ,18:16:33,18:44:08,1097.0,1124.0,927.0,197.0,0,0
281,2020-10-27 22:15:00,1900-01-01 22:15:00,white,2_Equipment violation,,2.0,NB Hwy 101/ Atherton Ave,18:16:33,18:44:08,1097.0,1124.0,1335.0,-211.0,0,1
282,2020-10-28 17:30:00,1900-01-01 17:30:00,black/african american,2_Equipment violation,,1.0,Redwood Highway Frontage Road/ Reed Blvd,18:15:23,18:43:01,1095.0,1123.0,1050.0,73.0,1,0
283,2020-10-28 17:45:00,1900-01-01 17:45:00,white,2_Equipment violation,,1.0,1000 Redwood Highway Frontage Road,18:15:23,18:43:01,1095.0,1123.0,1065.0,58.0,1,0
284,2020-10-28 15:58:00,1900-01-01 15:58:00,white,,,,8000 binford road,18:15:23,18:43:01,1095.0,1123.0,958.0,165.0,0,0
285,2020-10-28 18:20:00,1900-01-01 18:20:00,white,2_Equipment violation,,1.0,700 Miller Ave,18:15:23,18:43:01,1095.0,1123.0,1100.0,23.0,1,0
286,2020-10-28 21:30:00,1900-01-01 21:30:00,black/african american,2_Equipment violation,,4.0,101s/madera ,18:15:23,18:43:01,1095.0,1123.0,1290.0,-167.0,0,1
287,2020-10-28 21:56:00,1900-01-01 21:56:00,white,,,1.0,100 Donahue ,18:15:23,18:43:01,1095.0,1123.0,1316.0,-193.0,0,1
288,2020-10-28 21:57:00,1900-01-01 21:57:00,asian,1_Moving violation,,13.0,Ebl@tower dr,18:15:23,18:43:01,1095.0,1123.0,1317.0,-194.0,0,1
289,2020-10-28 23:51:00,1900-01-01 23:51:00,black/african american,2_Equipment violation,,13.0,600 redwood highway frontage,18:15:23,18:43:01,1095.0,1123.0,1431.0,-308.0,0,1
290,2020-10-28 23:20:00,1900-01-01 23:20:00,white,2_Equipment violation,,1.0,500 Redwood highway frontage road,18:15:23,18:43:01,1095.0,1123.0,1400.0,-277.0,0,1
291,2020-10-28 23:35:00,1900-01-01 23:35:00,black/african american,2_Equipment violation,,1.0,600 Redwood Highway Frontage Road,18:15:23,18:43:01,1095.0,1123.0,1415.0,-292.0,0,1
293,2020-10-28 22:40:00,1900-01-01 22:40:00,white,2_Equipment violation,,1.0,1 Tiburon Boulevard,18:15:23,18:43:01,1095.0,1123.0,1360.0,-237.0,0,1
294,2020-10-28 23:55:00,1900-01-01 23:55:00,white,1_Moving violation,,1.0,00ur 101/Marin City,18:15:23,18:43:01,1095.0,1123.0,1435.0,-312.0,0,1
297,2020-10-29 16:41:00,1900-01-01 16:41:00,white,1_Moving violation,,1.0,Reed Blvd/Belvedere Dr,18:14:13,18:41:54,1094.0,1122.0,1001.0,121.0,0,0
298,2020-10-28 16:18:00,1900-01-01 16:18:00,white,1_Moving violation,,1.0,Reed Blvd/Belvedere Dr,18:15:23,18:43:01,1095.0,1123.0,978.0,145.0,0,0
308,2020-10-30 17:07:00,1900-01-01 17:07:00,hispanic/latino(a),,,17.0,100 Drake Ave ,18:13:05,18:40:49,1093.0,1121.0,1027.0,94.0,0,0
309,2020-10-30 21:34:00,1900-01-01 21:34:00,black/african american,2_Equipment violation,,4.0,E sir Francis drake/ larkspur landing,18:13:05,18:40:49,1093.0,1121.0,1294.0,-173.0,0,1
310,2020-10-30 18:45:00,1900-01-01 18:45:00,native american,,,1.0,1 gate 6 rd,18:13:05,18:40:49,1093.0,1121.0,1125.0,-4.0,1,1
311,2020-10-30 23:13:00,1900-01-01 23:13:00,black/african american,2_Equipment violation,,5.0,Merrydale/willow,18:13:05,18:40:49,1093.0,1121.0,1393.0,-272.0,0,1
315,2020-10-30 23:26:00,1900-01-01 23:26:00,hispanic/latino(a),,,1.0,99 Heron Drive,18:13:05,18:40:49,1093.0,1121.0,1406.0,-285.0,0,1
316,2020-10-31 22:30:00,1900-01-01 22:30:00,black/african american,2_Equipment violation,,1.0,Bridgeway/ NB 101,18:11:58,18:39:46,1092.0,1120.0,1350.0,-230.0,0,1
317,2020-10-31 23:28:00,1900-01-01 23:28:00,black/african american,"3_Non-moving violation, including registration",,1.0,400 Miller Ave,18:11:58,18:39:46,1092.0,1120.0,1408.0,-288.0,0,1
